Date,Close,High,Low,Open,Volume
2022-12-13,143.30799865722656,147.7411188094641,142.09628335791112,147.27810283544738,93886200
2022-12-14,141.08163452148438,144.4803579746899,139.0620984014011,143.18982946326526,82291200
2022-12-15,134.47132873535156,139.69256282085553,134.00831270124763,139.01281523751095,98931900
2022-12-16,132.5109100341797,135.60424282446493,131.74250357896327,134.6585187405124,160156900
2022-12-19,130.40269470214844,133.19063667083125,129.36831196695024,133.1019778704447,79592600
2022-12-20,130.33375549316406,131.26963355148135,127.9595693949815,129.43727633927585,77432800
2022-12-21,133.4369354248047,134.7767236692483,130.77706590433928,131.003643429146,85928000
2022-12-22,130.26480102539062,132.56017450128888,128.3634917913713,132.35330392731453,77852100
2022-12-23,129.90028381347656,130.45195863115794,127.71327647766012,128.97425178436364,63814900
2022-12-27,128.09750366210938,129.45699902617415,126.80697517918489,129.42744608626094,69007800
2022-12-28,124.16677856445312,129.08261445216485,123.99930692968266,127.74282634199004,85438400
2022-12-29,127.68375396728516,128.54081933240047,125.83169698376393,126.08782748671398,75703700
2022-12-30,127.99894714355469,128.0186541085182,125.53611015946498,126.50154851054427,77034200
2023-01-03,123.2112045288086,128.9545531314731,122.32457886036785,128.34377240566315,112117500
2023-01-04,124.4820327758789,126.74785308207225,123.22105739420844,125.00415469022626,89113600
2023-01-05,123.16194915771484,125.87107865122056,122.9058186898535,125.24059093401247,80962700
2023-01-06,127.69359588623047,128.35363661029058,123.03389687582771,124.1372542550979,87754700
2023-01-09,128.21572875976562,131.427288863226,127.95959824320164,128.53098019432045,70790800
2023-01-10,128.78709411621094,129.30921608440133,126.21588318349379,128.32407802637962,63896200
2023-01-11,131.50608825683594,131.52578019546752,128.5211210646013,129.29937353694692,69458900
2023-01-12,131.42726135253906,132.26461961526783,129.48653833184324,131.89027740511193,71379600
2023-01-13,132.75717163085938,132.9147972949888,129.70325330640753,130.0677495016975,57809700
2023-01-17,133.91964721679688,135.24957434953774,132.1365500404185,132.82614355724837,63646600
2023-01-18,133.20050048828125,136.54996329562516,133.0231678517452,134.7865730896908,69672800
2023-01-19,133.25961303710938,134.22504400705918,131.78190613060963,132.08729648616435,58280400
2023-01-20,135.8209686279297,135.9687483442848,132.22522101014553,133.26946486486585,80223600
2023-01-23,139.01280212402344,141.1899633789221,135.85050302260262,136.06723455139834,81760300
2023-01-24,140.41171264648438,141.03235437334166,138.21485919822922,138.22470516633354,66435100
2023-01-25,139.75167846679688,140.31319931491353,136.74700453490559,138.7960933961296,65799300
2023-01-26,141.82046508789062,142.10614847767724,139.79106829556534,141.0421976938989,54105100
2023-01-27,143.76116943359375,145.04185173584784,140.95353538112576,141.03234821855804,70555800
2023-01-30,140.87474060058594,143.38684562469143,140.72697590646771,142.80561778514152,64015300
2023-01-31,142.14556884765625,142.19482875871702,140.1654466919342,140.57920288721874,65874500
2023-02-01,143.26861572265625,144.43108640849707,139.21971287170524,141.83032262446247,77663600
2023-02-02,148.57850646972656,148.9331416858034,145.96788199485025,146.68702845858084,118339000
2023-02-03,152.20382690429688,155.0410292646019,145.632957993241,145.8299825944814,154357300
2023-02-06,149.47496032714844,150.8246093903739,148.53908238509402,150.30248753748006,69858300
2023-02-07,152.35159301757812,152.92297488891165,148.40119485902974,148.40119485902974,83322600
2023-02-08,149.66217041015625,152.28264122485135,148.92331687434466,151.59304759782992,64120100
2023-02-09,148.6277618408203,152.0363458567265,148.18445275739066,151.49451696275133,56007100
2023-02-10,148.99281311035156,149.3184067990407,147.22673043469464,147.46352995054943,57450700
2023-02-13,151.7948760986328,152.19938787253557,148.90400724096855,148.93360529625505,62199000
2023-02-14,151.15357971191406,151.7159729836762,148.84484061249728,150.08800434565288,61707600
2023-02-15,153.25514221191406,153.42286958750384,150.83787171493694,151.06479521662123,65573800
2023-02-16,151.65675354003906,154.24175084931028,151.3015618059057,151.45941308943844,68167900
2023-02-17,150.5122528076172,150.95623873407766,148.83496427712012,150.314927401964,59144100
2023-02-21,146.49661254882812,149.27895045459564,146.42755543146694,148.19363813923312,58867200
2023-02-22,146.92088317871094,147.94698436963745,145.19425945136115,146.88140906273446,51011300
2023-02-23,147.4043426513672,148.3317887532872,145.27320688340583,148.0851281966049,48394200
2023-02-24,144.7502899169922,145.22387397766028,143.77350867783375,145.1449407917213,55469600
2023-02-27,145.94407653808594,147.17737898488724,145.4803536136917,145.73689015780175,44998500
2023-02-28,145.44093322753906,147.08862392793702,144.86867893348426,145.085741426228,50547000
2023-03-01,143.3689727783203,145.26332395747403,143.07297711330398,144.86867310742886,55479000
2023-03-02,143.96095275878906,144.75026945161636,141.977792498003,142.4513915466776,52238100
2023-03-03,149.0125732421875,149.09150642636217,145.36200004016092,146.06250758539213,70732300
2023-03-06,151.775146484375,154.21215352218627,151.41009374796985,151.7356723720831,87558000
2023-03-07,149.57492065429688,151.97245328646787,149.11119774886313,151.64685964722966,56182000
2023-03-08,150.82798767089844,151.41997901042942,149.80188641133856,150.76879154793838,47204800
2023-03-09,148.5784454345703,152.47567911750554,148.2232536400137,151.5087739759212,53833600
2023-03-10,146.516357421875,148.92376664622063,145.63824652167983,148.20352210122027,68572400
2023-03-13,148.46002197265625,151.09435428881787,145.72701943515565,145.83555065664373,84457100
2023-03-14,150.55169677734375,151.35087437586574,148.09496787151124,149.25919818665145,73695900
2023-03-15,150.94638061523438,151.20290214198522,147.91738213550175,149.17042182051847,77167900
2023-03-16,153.7681884765625,154.37004080347904,149.6144183096525,150.1274764543104,76161100
2023-03-17,152.92950439453125,154.64626683139153,152.21912097617263,153.99507952206918,98944600
2023-03-20,155.2974395751953,155.71184244967856,152.0908531826233,152.99857704057916,73641400
2023-03-21,157.15234375,157.2707359778321,154.44893912645242,155.21853377224946,73938300
2023-03-22,155.72171020507812,159.97413485829682,155.7019731494937,157.17207516380427,75701800
2023-03-23,156.80702209472656,159.39203464017027,155.57371946683134,156.70836691747317,67622100
2023-03-24,158.109375,158.19816916372028,155.74144030435596,156.73794326990517,59196500
2023-03-27,156.1657257080078,158.6224701978729,155.76119879412065,157.80355536791788,52390300
2023-03-28,155.5441131591797,156.3729039229444,153.8964227422894,155.85984584155918,45992200
2023-03-29,158.62245178222656,158.8987103608656,157.22142183199622,157.241143834068,51305700
2023-03-30,160.1912078857422,160.2997391161816,159.11577163727372,159.37229315696538,49501700
2023-03-31,162.69728088378906,162.79595111857384,159.74723055627194,160.27014967971024,68749800
2023-04-03,163.95033264160156,164.06872488806627,162.0263833617239,162.07571848273926,56976200
2023-04-04,163.4175262451172,164.6113546852389,162.90446816785285,164.37457023031905,46278300
2023-04-05,161.57252502441406,162.84530192290984,159.6387146980463,162.53944524256352,51511700
2023-04-06,162.46051025390625,162.75650592852264,159.83603835658786,160.2602872813979,45390100
2023-04-10,159.86558532714844,159.86558532714844,157.9416366394643,159.26373316792822,47716900
2023-04-11,158.6520538330078,160.19121311129285,158.36591919116847,160.1813521100088,47644200
2023-04-12,157.96139526367188,159.8952052146149,157.64566258721274,159.0664295213536,50133100
2023-04-13,163.34848022460938,163.58527977239888,159.26378211877287,159.47098360495934,68445600
2023-04-14,163.00314331054688,164.0983166124722,161.63171143290737,162.39141498863978,49386500
2023-04-17,163.02288818359375,163.18075455042484,161.83892054229136,162.8847588763579,41516200
2023-04-18,164.246337890625,165.17378402192244,163.4372840126962,163.88128507276087,49923000
2023-04-19,165.39085388183594,165.91377309743532,163.32876002913073,163.5852966627984,47720200
2023-04-20,164.42391967773438,165.6276243886042,163.3484832728481,163.87140244421354,52456400
2023-04-21,162.81568908691406,164.226580111448,162.29276996055185,162.84528714652217,58337300
2023-04-24,163.12158203125,163.38797968195607,161.70081463410764,162.79598824815758,41949600
2023-04-25,161.58236694335938,164.08843103621228,161.5428928319972,162.98339679746925,48714100
2023-04-26,161.57252502441406,163.07222541881754,160.62535692108122,160.8818784792827,45498800
2023-04-27,166.16043090820312,166.30842122903613,162.98344154461137,162.98344154461137,64902300
2023-04-28,167.41342163085938,167.5811640335514,165.63747792316207,166.23933019675923,55275900
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900
2023-05-02,166.28866577148438,168.07450075678005,165.3020235951721,167.81796415576136,48425700
2023-05-03,165.2132110595703,168.6368602354505,164.92709148440827,167.23583030731814,65136000
2023-05-04,163.5753936767578,164.8086963510818,162.11516752574818,162.68742177323023,81235400
2023-05-05,171.25146484375,171.9717093122383,168.478988085668,168.69605053726107,113453200
2023-05-08,171.18243408203125,171.52776489899594,169.81100192703093,170.1760547498472,55962800
2023-05-09,169.4755096435547,171.22185523763014,169.30778230115573,170.73841026688106,45326900
2023-05-10,171.24159240722656,171.70531537679722,169.60376298512443,170.70881232248743,53724500
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700
2023-05-12,170.50033569335938,171.97245613352067,168.94915782664347,171.5377307421917,45533100
2023-05-15,170.0063018798828,171.1326287941037,169.41349189312058,171.08322544924283,37266700
2023-05-16,170.0063018798828,171.06346109614162,169.7395358782614,169.92725954326224,42110300
2023-05-17,170.61891174316406,170.85602374756016,168.37613188825594,169.65066921503973,57951600
2023-05-18,172.9506072998047,173.13833101906644,170.51022910097907,170.92519018134206,65496700
2023-05-19,173.05926513671875,174.27450921230027,172.84190244667505,174.27450921230027,55809500
2023-05-22,172.1107940673828,172.61468722054929,171.3697889134683,171.89343134950482,43570900
2023-05-23,169.50244140625,171.300620989034,169.22580071286586,171.05361929309908,50747300
2023-05-24,169.7790985107422,170.35214430979713,168.4749372695529,169.03809335131075,45143500
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300
2023-05-26,173.3260498046875,173.66198362102864,171.0338815491583,171.2413696393752,54835000
2023-05-30,175.17361450195312,176.84334846181008,174.45237373510062,174.8376957969301,55964400
2023-05-31,175.1241912841797,177.1990114284393,174.64006256364283,175.20323363094815,99625300
2023-06-01,177.93014526367188,177.95978426232014,174.8080400825605,175.56880955803746,68901800
2023-06-02,178.77984619140625,179.59989373048958,177.11011211219468,178.85888855278898,61996900
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500
2023-06-06,177.06069946289062,177.95977416384898,175.30203354675976,177.81157917901706,64848400
2023-06-07,175.6873779296875,179.03672040758232,175.19337452542106,176.29993732672585,61944600
2023-06-08,178.40440368652344,178.67115468077665,175.3317017878174,175.76641213704826,50214900
2023-06-09,178.78970336914062,180.04446105377914,178.46365934119785,179.3232203666376,48900000
2023-06-12,181.5857696533203,181.68457636718009,178.79959821677159,179.09600328256303,54274900
2023-06-13,181.11155700683594,181.94147925145757,180.2519957588914,180.6076788745564,54929100
2023-06-14,181.7438201904297,182.1785455284072,179.83697459295612,181.17077452453069,57462900
2023-06-15,183.7791290283203,184.2830221162751,181.57587821037063,181.75372726370364,65433200
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.49051471623886,101256200
2023-06-20,182.7911376953125,183.86807659469073,182.19834264439277,182.19834264439277,49799100
2023-06-21,181.75372314453125,183.18632987573855,180.40014368436258,182.68243679920374,49515700
2023-06-22,184.75729370117188,184.80669706223912,181.46722885451086,181.53639657516283,51245300
2023-06-23,184.4410858154297,185.31053654650353,182.7911164149862,183.32464848206732,53117000
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700
2023-06-27,185.8045654296875,186.13060949863421,183.4432296659109,183.66059237854205,50730800
2023-06-28,186.98028564453125,187.6224840299043,185.3500804657921,185.67610944091012,51216800
2023-06-29,187.31622314453125,187.7904773075337,186.67402469467498,186.8123450566035,46347300
2023-06-30,191.64369201660156,192.14757008838143,188.96618679019105,189.33175958026345,85213200
2023-07-03,190.1517791748047,191.5547469022835,189.4601624130482,191.45594020037944,31458200
2023-07-05,189.03536987304688,190.6655752957469,188.33387831143204,189.2724969662243,46920300
2023-07-06,189.5095977783203,189.71708585705593,186.93089921117289,187.56322301313529,45094300
2023-07-07,188.39312744140625,190.35926638037827,187.95841711755844,189.11438325252212,46815000
2023-07-10,186.3479766845703,187.71143099184326,184.79679865953796,186.9901751208951,59922200
2023-07-11,185.8243408203125,187.02971045254367,184.36209481962464,186.8913900886379,46638100
2023-07-12,187.49404907226562,189.4008949030878,186.2096372553674,187.4051170053163,60750200
2023-07-13,188.2548065185547,188.89701997543003,187.5039267878899,188.21529288043007,41342300
2023-07-14,188.4030303955078,188.88714410801785,187.35574553686786,187.94854060692288,41616200
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200
2023-07-18,191.40655517578125,191.99936529239264,190.1122686661601,191.03112283932904,48288200
2023-07-19,192.76014709472656,195.8525983579603,190.3395181934612,190.78413334726974,80507300
2023-07-20,190.8137664794922,194.11370571807572,190.1913173439326,192.7502514500073,59581200
2023-07-21,189.63803100585938,192.63169045749675,188.93653953192955,191.77212935032986,71951700
2023-07-24,190.43832397460938,192.57242242955687,189.9443205401746,191.09041212625252,45377800
2023-07-25,191.29788208007812,192.10805493602857,190.60628029804008,191.01136672601527,37283200
2023-07-26,192.16734313964844,193.2936704090035,191.00150222741644,191.34729559890386,47471900
2023-07-27,190.90269470214844,194.83495794865564,190.24073188727883,193.66911704133602,47460200
2023-07-28,193.4813690185547,194.2717774555962,191.81163515269853,192.33527753863382,48291400
2023-07-31,194.09393310546875,194.13346181996275,192.91820259976402,193.70861105598286,38824100
2023-08-01,193.26402282714844,194.37058568804014,192.93797875368105,193.88647197429418,35175100
2023-08-02,190.27035522460938,192.83916391140565,189.54911446715442,192.70084355962268,50389300
2023-08-03,188.8772735595703,190.06287880115997,188.40303447809214,189.2724853572926,61235200
2023-08-04,179.807373046875,185.13272939460776,179.7382053306166,183.2950360404776,115956800
2023-08-07,176.7050323486328,180.93370048918646,175.2230220636036,179.9456936325003,97576100
2023-08-08,177.64366149902344,178.10802599478308,175.45028475439412,177.53498012606286,67823000
2023-08-09,176.05294799804688,178.76007719518685,174.88709204262926,178.70079919463467,60378500
2023-08-10,175.8355712890625,178.58222898523437,175.47001359754938,177.3274561288203,54686900
2023-08-11,175.89491271972656,176.71606748177,174.66813966002076,175.42993638319382,52036700
2023-08-14,177.54713439941406,177.77467859210861,175.42004228880285,176.07301094207762,43675600
2023-08-15,175.55857849121094,177.56693975444728,175.1628480821964,176.97334414092546,43622600
2023-08-16,174.6879425048828,176.6369303294026,174.61868139075943,175.24197103328896,46964900
2023-08-17,172.14532470703125,175.6179059949575,171.6308631878828,175.25185467548476,66062900
2023-08-18,172.630126953125,173.23362560342792,170.12709527960956,170.46346761685473,61172200
2023-08-21,173.96572875976562,174.25264612165492,171.88812158676677,173.20394701107267,46311900
2023-08-22,175.3408966064453,175.78609702554508,174.37134667878323,175.17271045239184,42038900
2023-08-23,179.18943786621094,179.61486234805133,176.42918310654636,176.61716031274474,52722800
2023-08-24,174.49996948242188,179.16966018527063,174.13390304899033,178.74423570753817,54945800
2023-08-25,176.70620727539062,177.2404448053197,173.9459523611551,175.4893219988908,51449600
2023-08-28,178.26934814453125,178.6650784859593,176.64682959084442,178.17040801110178,43820700
2023-08-29,182.15744018554688,182.929124873536,177.58669009574285,177.78455525489372,53003900
2023-08-30,185.6498260498047,185.84770631972717,182.77085531463172,182.9687204884091,60813900
2023-08-31,185.8674774169922,187.10415359099386,185.48163505454943,185.8377983965077,60794500
2023-09-01,187.44058227539062,187.8956707538354,186.2731518599601,187.4702613024132,45766500
2023-09-05,187.67799377441406,187.9550080601447,185.6102746073009,186.27313129788112,45280000
2023-09-06,180.9603729248047,186.8370611072444,179.53571941437733,186.3918455631262,81755800
2023-09-07,175.66738891601562,176.31046963604499,171.69023379276553,173.312752460059,112488800
2023-09-08,176.28076171875,178.31881673909905,175.89491935539235,176.44896296342043,65551300
2023-09-11,177.44821166992188,178.3781946740771,175.44973851819339,178.15065045906456,58953100
2023-09-12,174.42083740234375,178.21001559327632,172.95661681425068,177.57683789873767,90370200
2023-09-13,172.3531036376953,175.4101637291933,172.12554433664133,174.62857587906927,84267900
2023-09-14,173.86679077148438,174.22295413122683,171.72981061302968,172.14533201670497,60895800
2023-09-15,173.1445770263672,174.61870067060727,171.96727382158934,174.5989096220804,109259500
2023-09-18,176.07298278808594,177.46795693444136,174.29216633488141,174.59885956646116,67257600
2023-09-19,177.16131591796875,177.71534451200176,175.24199179139225,175.62783421196144,51826900
2023-09-20,173.6194610595703,177.78457830053213,173.5304088946865,177.3492658362857,58436200
2023-09-21,172.0760498046875,174.4207979255845,172.00680379397062,172.68945140779596,63149100
2023-09-22,172.92691040039062,175.19250979208792,172.19480770645978,172.8081943086496,56725400
2023-09-25,174.2031707763672,175.08368369125543,172.29373473406022,172.3432048049037,46172700
